0,FID,ogc_fid,no_1,no_2,nama_sppg,nm_ka_sppg,kecamatan,alamat dap,sekolah,alamat,jumlah_sis,jam makan,keterangan,tanggal_op,Latitude SPPG,Longitude SPPG,field_15,geometry,No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,Latitude Sekolah,Longitude Sekolah,<img>
59,database_sppg.60,60,60,11.1.,SPPG Kec. Arcamanik 02,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SDN 244 GURUMINDA,"Jl. Indra Jaya I, Cisaranten Kulon, Kec. Arcamanik",467,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),22,20245585,SDN 244 GURUMINDA,Jl. Indra Jaya No. 7,Cisaranten Kulon,NEGERI,26013,SD,Arcamanik,"Jl. Indra Jaya No. 7, Kel. Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9267722,107.6736362","Blk. 7, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9267722,107.6736362,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWEXfrJmPKhM8jABqdzNZ7cH4Dt4VqnESKET3QUQZ3MQ8zZpleWa6Valxz4S17Gzmr6J6Ot5VhKjKgf3XGJIpV7vW6feFrP583F51TxAxssNXbrTKFefUIZUQI11dcqdNMCRNcXavuBxSLzQc5yru3lADWiRzWPenIQFAATLvk4pUVG16FV-mGSBhnRcHEb_zMZc7QnEtf23TppznwsAeQvLoxjXi10MmU65isCev-K5drvyc9gW1vvRAhLre_pP1FOSiacGzGaJlREO1FA29LVv5nanliUARpbVvvPg2EWlShqgX85e3091HfO1xblZ3zq4QUuyOWFOIrO1S8V6OHbb42wQU6Dxe3eLRBWAURLH6RYwmosLdhAQVQ1mYlpfGupx0_QVd1NqpuHEkSQzaketdNf0XOLoHVRIg_Eg-KEiWADBH5oVyab-1dnjto-g5Twk_Z8lu6tJ58oF5uXwXTTULMEabOCqJaxsEe2toapdAP7wHo_ueXGYa4Zk7HRd0MoKwplG0qW0FYE-Qj9XZhg3CkkvKyerDUiopEu9jIAcvNk06IHD3gEmmlFlDXCqxUJZw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
60,database_sppg.61,61,61,11.2.,SPPG Kec. Arcamanik 03,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SDN 181 SUKAMISKIN,"Jl. Trs Pesantren No.86, Sukamiskin, Kec Arcamanik",350,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),19,20245804,SDN 181 SUKAMISKIN,Jl. Terusan Pesantren No 86,Sukamiskin,NEGERI,26013,SD,Arcamanik,"Jl. Terusan Pesantren No 86, Kel. Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.910741199999999,107.6793777","Jl. Trs Pesantren No.86, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",-6.9107412,107.6793777,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXydMokFvWqYF73FnDPhOmadGIGiGxgH_kwpcItGj3jveNepFuHYAA5JjfDr5WkzhasqjQLYHnBFq6RJLIb22fXxlBesuqYdABxjNzfDZtklXCRNM1F5nH6MXmKUpD-mPFu1pBkEyPGsoT8lMbMBdYbsCpDER2PfQbFR-vtJb1AFDIxBl3vcDxJzVjo70In4iLUSq9_cCd8NBV-05hF8shYpEPF1KaPIgbxpuWcB7SS0MofP0lp0Dqw8r4ZeM69YaPKzN2tuQ_IniHbGdC6OSSB9Z4TmmnJ21ecBgixWDD6pj7ykl43jDDLNWTLlJILhpdiiKctN0LGih-NqDpleT6zQ5KxkXnmKTU70HJsHehEb3HzIkRYj7WqRTU3rvB77wY5uPYHT_tvtt-r-HLAP6stbg6SFIVEEVyamrHRSVQg1WyYtv6gCzgww8__AlRa3Q_hKihZDp61MWI9edeBFGI9AUg45A3ifuabFOWfcAGpnCgWZiJ9NfGTC21ns9y6xaN0gEThee-DKd161tkNlV0ECjc6eT23oUS4sjIg22eUQI973dL9k6KqkvyA4XPGuEUyTsj5QlBc2A&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
61,database_sppg.62,62,62,11.3.,SPPG Kec. Arcamanik 04,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SDN 180 PRAKARSA NUGRAHA,"Jl. Parakan Saat no.45, Cisaranten Endah, Kec. Arcamanik",619,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),18,20245754,SDN 180 PRAKARSA NUGRAHA,Jl. Parakan Saat No. 45,Cisaranten Endah,NEGERI,26013,SD,Arcamanik,"Jl. Parakan Saat No. 45, Kel. Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.936103699999999,107.6689781","Jl. Parakan Saat No.45, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Barat 40292, Indonesia",-6.9361037,107.6689781,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUx_RT6mZCH6QyEKsopwoPS6dQh7ZMQ46ayHbiid1PIqNg9L2imLnEJaxRLLtUAPqcGI0ZAyKTVXMan5VfIeuEOJvwoQzwiGx9VlSUmzPSvGmart21LuSVTIMpYn_8pRgkZp7gPJSFOnkm5o5pCMX4ABpj78KeY2KJd-yS7CCNRoSfNjeRKRcdWdit1tVbfRf4EGY9_rg9zkHVUNvUNev4sG0QMrtXKT2gS2B6OlOhvdixorxryuTpelB7drlZlFf-OjJNt7Pr0CVL2e9L2qZzHLIyBEMigsjFBfFh8NxEeHCuqEQO-kP5woqRiGSquyH_5Y0tdr7Crdb1k37_t5pBLshHx2Y0hB8lcb_EHB-RFSBCjj2uuXnFK4Kf-5vc1Pv_lSClJBiOetvVj0w73fnTaBZHM1neLgumLont4szPjWfQ5aPdASQIOi54_XxOvQBQ9huMOwXtaulZC61kGMERuHN-Ocrq4pz22vEv-9oOt8X5gzFukDtnSUt8tGNdWACruiPvrQZAYt0B2w79u_F-micYljg0OwUJNvvsO-i5187gQrZTGIMNh3a3MaBOC8t0DOQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
62,database_sppg.63,63,63,11.4.,SPPG Kec. Arcamanik 05,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SDN 101 SUKAKARYA,"Jl. Sahardjo, Sukamiskin, Kec. Arcamanik",403,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),15,20245795,SDN 101 SUKAKARYA,Jl. Sahardjo,Sukamiskin,NEGERI,26013,SD,Arcamanik,"Jl. Sahardjo, Kel. Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9071727,107.6755325","Jl. Sahardjo, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9071727,107.6755325,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWiSDxCtzQJVVazKciCoTC_ogQxs7Una-eE6Y0TbppfW0KIxzdpWcW6vSjluvRHX5FKYFQwNrDzc_m_i68H7xFr5NnBSegshPLao9lOjI8EB83zT8T_zFfP6bYb4fdc3tSTi6ErlGiMkdoRcIPiLTeNhr_mPQLjJVdNILCtxFFQknxt36l-zdpSPIAOYxMXdqAaz73i4f1awwvpanTLPEcmYdWUNXH13a5yI5Qy-RG3n4EJ5NmGwuG44CpzbXOysYScnd-INIrN8bYeq-QQVHuGrsuWvjcYzZIgneWPXGYFXjmdEVgFcMwirJSvji1fKCfojwR8HWMCeZCDCDDD9udP9ADh-sHts0tKuEHGS1paMGQEvQXLU2KebyHOsdZGiC6I4SXdTYOEujlc_HyxAke7Lj9s39dQ0ZE2DT90KhMJiUSQj4u8Rqu7-sbWf_ZNpnkp_D1P1_waRI8Z-X-CTNjHD3ncdfFYPsEPpO6QNO8PkOc2r3saHFbVC2xAl2Ic0iQ1upUR8FGz-6RlCdTp91qJPScG8DD0-rxqv7sndzFPCsfAMRYbIEJcW8YZ84rCBJxwjOqq15lVFQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
63,database_sppg.64,64,64,11.5.,SPPG Kec. Arcamanik 06,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SDN 141 LOKAJAYA,"Jl. A.H. Nasution no.8, Sukamiskin, Kec. Arcamanik",675,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),17,20245712,SDN 141 LOKAJAYA,Jl. A.H. Nasution Km. 9 No. 7,Cisaranten Bina Harapan,NEGERI,26013,SD,Arcamanik,"Jl. A.H. Nasution Km. 9 No. 7, Kel. Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9077436,107.6875223","Jl. AH. Nasution No.KM 9, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40196, Indonesia",-6.9077436,107.6875223,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVL3wikHijrsJWS-PIewd60-pgD6WMS_nUlMuFuIFDD9xMLiXYda8QJr_yjzgy_Zl0ImX6a63HWlN9Ij0UV7JeJidMWoHBORaDE-u7VT3zbHjcUIgsvwH2WEw-lZ464anFTbbrAy1h207fGPtWD3L7TtNgvtcfWZfji25_QoYR9aaKtJ3-l04xhMXGJ2d-P6ahKIGtQt4EAJB8x72KXW5MBaiBY03Tj0W235F6PQGrzqGfjUFbnyUvdD2xRMbjyLsq_FA0i5mQJKlMDiUQxthXK4bxZCo6taZg78uiKZPRN-VMQcybBC6q9BUUqQjeZv6Z7kETSUjUZzrlSVBc8uMoRP39p0BQzRZNCANageYuN9jb8mFou8fvZEJUhZTFR8bdhwyzWMf24Czepm3CMVX1hE7hrB-D8sSJUR-FunKGAofYruNL0a-oparM7jgJePcOCys9_FhfkJNEPClMSyOIO2sTAxV2uWHbgMLpR55xnziiysM7vvqudfcVSlkPprek4ixAWsp0TTwUyQunf5-7jAZQoZm-aRTsmS5Jp9j8TjGT4AkJYfATAHBH2QT7m4SFMQ8pNpbCIig&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
64,database_sppg.65,65,65,11.6.,SPPG Kec. Arcamanik 07,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SD RANCAKASUMBA,"Jl. Sumber Sari No. 104, Cisaranten Kulon, Kec. Arcamanik",132,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),12,20219828,SD RANCAKASUMBA,Jl. Sumbersari No. 104,Cisaranten Kulon,SWASTA,26013,SD,Arcamanik,"Jl. Sumbersari No. 104, Kel. Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9339537,107.6798482","Jl. Sumber Sari No.104, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9339537,107.6798482,
65,database_sppg.66,66,66,11.7.,SPPG Kec. Arcamanik 08,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SD ISLAM NURUL AMANAH,"Jl. Sumber Sari No. 101, Cisaranten Kulon, Kec. Arcamanik",98,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),6,70031985,SD ISLAM NURUL AMANAH,Jl. Sumbersari No. 101,Cisaranten Kulon,SWASTA,26013,SD,Arcamanik,"Jl. Sumbersari No. 101, Kel. Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.936823299999999,107.6818665","Jl. Sumber Sari No.101, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9368233,107.6818665,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVYOJyt-QuuLPBVVy17b5PxknplKjbf6V5VETMVK5Z-rtUmE4uOMLGsbu_Sk24134mpB2XhLKB-YxpC-2GT1VIcHK7YzbnE1t_0FemHvbQ3BsRANglqxf0P9WYl0u8zjdvOGu8uI5gl1VFYdkRO9I1DT-IOta384kl3VA4A0FMddy_2RzC9xCEe6lHTJK3Tw344ByetX8T9zCDhECS22YA3kZIAN7-Ib2HpQu0B97yTkJovQQGeE_gz9MCTACOIlSiV9N6yEXt4DChBFKONNWMAG7pU_7X5kX0BB0R99pRpWfPmcgsNUsx-n7RMBEIPLaYJtiu2dht8Z0Qpn5zuBUqBA0a0OjO7lrWp2I0YtVh3h1IsAeqnhEQ23_-m8QpAduKNVNnBsny6Bj69udAVhUxBYg3CiCqAysFdWDKgetuxcGphZ3q-gTtCNCL4P41-SwTbNl6f3wN9qR3yxEEY-GV_Kgz0Xx-rIQ42wwT5kMpXbWKJohrhHg5DkVy_t4HKVajqJGu29Lgi64bSTPttede66MCeCwDTjKSLmoD91N9fZSeImFkAg10ccrCthnrKMkxMxPJGQEvcTA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
66,database_sppg.67,67,67,11.8.,SPPG Kec. Arcamanik 09,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SD CERDAS MUTHAHHARI,"Jl. Layar No. 17-19, Cisaranten Endah, Kec. Arcamanik",94,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),4,20267679,SD CERDAS MUTHAHHARI,Jl. Layar No. 17,Cisaranten Endah,SWASTA,26013,SD,Arcamanik,"Jl. Layar No. 17, Kel. Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9213374,107.6718179","Jl. Layar No.17, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9213374,107.6718179,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUffL-fEAmNESWTwzgpR0HXkx-Tc1MWdtePXKz5EP36CPDxV76j0Rg0AMx6cOmwFRdbzJlJ1NcNHmFELbzXizvd8jsZQsgaMiHWs818OUQvU6BtOSvJWJiWxiWe4wYeoJYIVUGtvdgtq5MZOiPb_-XohZABTa7IU0Jy8CvVtf26t1xnQWkA7-U6EwUo07fH--7TM61ZsnYyeEUhvBmIvxRDfZ8ORRA6aNDB2h0MeHVglU1WG3U_8w-Ibeq78hCRaA8O2JqUpkMPVLgG0CsnAD-cRNfnDWWQ35mYW0hXOXcwIO9g9pfuM-XiO723b6lDJgCd0Mu0AafCubXIzvC54Q_ad-ipBMIhl9S7GPraKCaO8jSIEF1-WqgCRHN24R9QFEzKDMcwyxB3jcyUsdcA1uWruimuBJsiJhu60P2CpMTGRUq5xbxrcOmHNbMBLg_zSvGUV-qkGgdroaFiXKbSSj8mqrNcXUY8SVr-HfwI_4TuehH4AwRu8l-_qMEfWlTSoiznTLVgj0EcOj3m5EcD2r1dHCrnqMRFYEIVhKUuK5s6VLOvPgMv_fnsZp8L79Uv_EfCwOpEZ6lnkXiDltHoEoXECeDMiw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
67,database_sppg.68,68,68,11.9.,SPPG Kec. Arcamanik 10,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SMP PGRI 8,"Jl. Sindang Sari I No. 7 RT.01 RW.10, Kota Bandung",51,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),6,20219494,SMP PGRI 8,Jl. Sindangsari I No. 7,Antapani Wetan,SWASTA,26031,SMP,Antapani,"Jl. Sindangsari I No. 7, Kel. Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9104904,107.664055","Jl. Sindang Sari I No.7, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9104904,107.664055,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVnaxBOD0HbLv62kY4d-h6xSIcSF2uCtxRteTR_tcx2OIStYEuBXo6rlinyTc5WEinVS8dIYQPHE7QT4MM9rFkXoIll_GgatpWHxFDhugKsmzXhKTx-GcknxTEzoS5jc_dliTGB3qXNYdvjc_oQy1Ah6tJdeBKV4_qSS00Zry-DW8SC6avzxi1H_5-0Rc4IsVJjwj66fN2yi2yZUQR94i0MXi9vpylyYRjHcg-fYpWxAAkF8vC_S2Uuza98d9buyIMGBBS_hWrA6tN8Kc_UrH9_rDfffXHn1izNsnjx8zjbpS8OQTI&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
68,database_sppg.69,69,69,11.10.,SPPG Kec. Arcamanik 11,Ryan Putra Anjello,Arcamanik,"Jl.A.H.Nasution Nomor 114, Kelurahan Cisaranten Bina Harapan, Kecamatan Arcamanik, Kota Bandung, Jawa Barat",SMP LANGLANGBUANA 2,"Jl. Sahardjo, Sukamiskin, Kec. Arcamanik",180,08.00 - 11.00,,17 Januari 2025,-6.905163338,107.6755165,,POINT (107.6755165 -6.905163338),6,20219427,SMP LANGLANGBUANA 2,JL. RUSBANDI SH (ASPOL),Sukamiskin,SWASTA,26013,SMP,Arcamanik,"JL. RUSBANDI SH (ASPOL), Kel. Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9079257,107.675014","3MRG+R2C, Jl. Sahardjo, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",-6.9079257,107.675014,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfViRYU8CgyYLzxK7-zNEPOctjKQgE8a-ry3m3yUNSAAckMMbWCxqun6Doo_7ejQfra06nYfSUUSkdmdGKsW_2w5heTPDQwmUzrPitVNYnI8aXjjNuOdYkt0J7Y1n18BVr-QiAZFOMQbhTXsXoire6a92bQ7xy60KZrHItyPtjjIM8zZOXCp7vwK3nxDKFfYCphMgLY2zvK3VgVKKbLlIKZh6eMYXz0tR7e1Rvx1QkfwVL1NzEFr8i8598XPGtaxrmLGSgss4_2kukg8Iy4Ip6oBmpFDyMESyyzEJ0cKvchic52rxc6XSfsN2ycxRXK1Tu4WNTicE6m0ILaG2lmBY0HZsdPd5WiGIXbxmTaWphs8PwDFOLEISJoGfITFaiBIKXGM79KrS8W5gVOrvX-TJ-7IVrkiwTLAp_ULhEsVSlV1Spzd4FwFYsgjjIvkdj2ZOhzCLm6gB8fkeFRhHRwkLC0e19V3O8kuNJcRw-zAy6rRDSaHOT-qfnnvap_FknfAzqesBKykZ0TeRzNPDTNeVCi5w86JBSoo2rVWqA3d_HjIEWDoqeADns90WKkGR7PbhBPtKZOO&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
69,database_sppg.70,70,70,12.1.,SPPG Kec. Sukasari 02,Rizky Ramadhianto,Sukasari,"Jl. Gegerkalong Girang No. 80, Gegerkalong",SDN 097 CIRATEUN KULON,"Jl. Sersan Sodik, Isola, Kec. Sukasari",288,09.20 & 10.00,,17 Januari 2025,-6.863231246,107.5889789,,POINT (107.5889789 -6.863231246),8,20244855,SDN 097 CIRATEUN KULON,"Jl. Dr. Setiabudi Km. 10,7",Isola,NEGERI,26025,SD,Sukasari,"Jl. Dr. Setiabudi Km. 10,7, Kel. Isola, Kec. Sukasari, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8425428,107.5978895","Jl. Dr. Setiabudi atas No.km 10,7, RT.01/RW.07, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat, Indonesia",-6.8425428,107.5978895,
70,database_sppg.71,71,71,12.2.,SPPG Kec. Sukasari 03,Rizky Ramadhianto,Sukasari,"Jl. Gegerkalong Girang No. 80, Gegerkalong",SDN 195 ISOLA,"Jl. Gegerkalong Girang, Gegerkalong, Kec. Sukasari",443,09.30 & 12.00,,17 Januari 2025,-6.863231246,107.5889789,,POINT (107.5889789 -6.863231246),17,20244878,SDN 195 ISOLA,Jl. Gegerkalong Girang No.12,Isola,NEGERI,26025,SD,Sukasari,"Jl. Gegerkalong Girang No.12, Kel. Isola, Kec. Sukasari, Kota Bandung, Jawa Barat, Indonesia",id,"-6.863630799999999,107.5922874","Jl. Gegerkalong Girang No.12, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154, Indonesia",-6.8636308,107.5922874,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVLlNMZret9W3kuehV_JyWqAc1VhCAFOKs71SaRKg2OweB-X4WBQPJ_psGH7XSF_2Tm4Wh6PzVwcMaOSmj9GIU-SpYmlQnUOYFFnbUpCrsdBttDmYur4du0yr-VGVX08HCsKXhNWvfPRi28WVjPWFLRTxCLFXbiRnSBpPea8RXZAntibC9g7lclDrl5re-a2oHvXrNIBwpsqwUMQODn7-XBi-DXl9XG00f2veC5TMw1glWeD8BZ9v7xzf_Bpzf3W-0FZ6jGGqR0UPz4kIf9SjytFeko5VfTJz6IBfs1I4VY-EuDTZ946tsJ1VO0HuL1ARAqA_70THRu194L2C9e3dRPMcADpDg0AleaD8D_NqwC4OFPQ0cEphuJ0chgpuM55vT9HDj2zY8vUogiGiNCoDrbIIGmh7Ckf-YSSGqdEJu-Rm9YLNMwOZ_Y7X-3DZg0dUvpRljJDps_VwgaU5cVaYhOdisNPk9dmneCAagooRCkm1ciPhAPYY3kBjswUOeJ0TKMEdnbwBTvzqGu11qPN_K3RV9tblvd4sxwmRuoB-ZyCHTNdmAKDbiVnKVE2pre-cwbYnz_&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
71,database_sppg.72,72,72,12.3.,SPPG Kec. Sukasari 04,Rizky Ramadhianto,Sukasari,"Jl. Gegerkalong Girang No. 80, Gegerkalong",SDN 139 SUKARASA,"Jl. Gegerkalong Hilir No.82, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",276,09.30 & 12.00,,17 Januari 2025,-6.863231246,107.5889789,,POINT (107.5889789 -6.863231246),12,20244928,SDN 139 SUKARASA,Jl. Gegerkalong Hilir No. 82,Gegerkalong,NEGERI,26025,SD,Sukasari,"Jl. Gegerkalong Hilir No. 82, Kel. Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8692831,107.5885839","Jl. Gegerkalong Hilir No.82, RW.01, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153, Indonesia",-6.8692831,107.5885839,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWCjbG6kdpy2iRw1ugKGlfegoT7_O6DuZcWFPuAJSz1zPYqgvlyKhd0yfOd9xIlc-CjzRHt_ZAhau-G-fd6iNpVSiYSUMf5Hou3cB4VqwzvJ_vT9VU4Rf42Qa02Moy7iXIpk8p8aOwiZbihGsBQwiYSKg4nzskIiu1ezfP0vYfnIZsrfEXxDR0zLWSX69VouG_yXcr93GLDBT1N3COBfJH7rRZEc0HEdz9LQkt0WikqAIOahoPLSj8CyX-XohZjbl-6b9ohdM2d5u9xUsVA5cvbbUsO-Msty716rHewKRiLIKA0Pw8cIQLTWoRkogMGtrlU6txPqDNku27afKCw31VrSe5GJSl7ek0Chfewgh0PXD7QFaLegqU-2jPZe8sbaeW5vTyEKJR8nqEyiAr6wlC0TCXQIiHqqWJOcslpBQR0Ep5axroPOp_igmQ996nqURR3zl0TYdrZ_s1IyS2gzpC8uzNbZhh1Nvh_J5JVotU2RQ0EfTj0fuscfBw_4X85ef-1lpEGzyXxL6OvBPEMlYDafZoTJ4VjqmqBpvO5xN30qUsiVOsGk3euIbzsU-zrM0qPcLG2&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
72,database_sppg.73,73,73,12.4.,SPPG Kec. Sukasari 05,Rizky Ramadhianto,Sukasari,"Jl. Gegerkalong Girang No. 80, Gegerkalong",SMPN 12 BANDUNG,Jl. Dr. Setiabudhi No. 195 Bandung 40153,928,12.1,,17 Januari 2025,-6.863231246,107.5889789,,POINT (107.5889789 -6.863231246),,,SMPN 12 BANDUNG,,,,,,,,,,,-6.8659434,107.59343,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVLq8oHKbaA7gP_IONtTRnYkWvVns04OVi2uhLLbxcXRa1Nk-awf7ZDtaSU4fnq02mmgR4KGCUeKWLTt63szO1jJOuugE9XhLZ8BxIXfhy4MDFexMrcTXG2wbq_udFqVbY2iBRW5o_4ICygPlYNGDGvNSpzNW6b4f41wx_63I6VOJdryZTZhPDQ0Fd9-GMWqaasUSvXz3eXHcRIDTstwZE0LZDcQKGCfj_BTIWLi_1OP_Umz1Dy54eY_0hOQ6X2x6syvW8Rnrz-J_sAMHG4_OjigP0pRhMJgmNaWaPzU43cBSVSlElNoOFfXSX1yPIPpFaZveoxU12B51D3wfPCyoCXwqL0B8TxvI4qqBKow2SLpn6orO2OJANmVfSpidKYgnSwKHeRtMQ-9m_F_l2vUoi1nB67V2nWC3y9j0og4CL4_2PaxbSMb-oHdcoiKQ5kCwzg3kh_D6tnLkWZSCIbFpJ80hF9B6RvUCIXnAwhi8vblaJfcNuuXW-biuYUC8WVFcy2LFwkTrzV59p1rl6IIgow83OOiFrijIV8ZC-v8hEui5VP2hhhwimufNu5kt5vCg8KBbNq&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
